target_name	qid	wikidata_label	label_en	label_mul	description_en	description_mul	matched_name	matched_source	aliases_en	aliases_mul	P106_occupation_qids	P569_birth	P570_death	P742_pseudonym	P1477_birth_name	enwiki_title	jawiki_title	source_snapshot
Samantha Holt	Q90788957	Samantha Holt	Samantha Holt		researcher (ORCID 0000-0003-1102-6188)		Samantha Holt	label_en			Q1650915							2026-08-05
Katharine Davies	Q91148278	Katharine Davies	Katharine Davies		researcher (ORCID 0000-0001-5766-229X)		Katharine Davies	label_en			Q1650915							2026-08-05
John Gray	Q91613290	John Gray	John Gray		Minister of the Church of Scotland		John Gray	label_en			Q1423891							2026-08-05
David Mitchell	Q91669311	David L Mitchell	David L Mitchell		researcher (ORCID 0000-0003-4566-6335)		David Mitchell	alias_en	David Mitchell		Q1650915							2026-08-05
Daniel Silva	Q92096086	Daniel Silva	Daniel Silva		researcher (ORCID 0000-0001-9766-6746)		Daniel Silva	label_en			Q1650915							2026-08-05
John Rutherford	Q94510115	John Rutherford	John Rutherford				John Rutherford	label_en			Q901402	+1925-00-00T00:00:00Z	+2002-00-00T00:00:00Z					2026-08-05
David Thomas	Q94645529	David Thomas	David Thomas				David Thomas	label_en				+1929-00-00T00:00:00Z	+1950-00-00T00:00:00Z					2026-08-05
Mark Davidson	Q95774556	Mark Davidson	Mark Davidson				Mark Davidson	label_en			Q1208175|Q2962070							2026-08-05
Stephen Schwartz	Q95933437	Stephen R. Schwartz	Stephen R. Schwartz		researcher		Stephen Schwartz	alias_en	Stephen Schwartz		Q1650915	+1980-00-00T00:00:00Z						2026-08-05
Karen Wallace	Q95948480	Karen M Wallace	Karen M Wallace		researcher		Karen Wallace	alias_en	Karen Wallace		Q1650915							2026-08-05
Unknown	Q96076017	Unknown	Unknown				Unknown	label_en										2026-08-05
Unknown	Q96076086	Unknown	Unknown				Unknown	label_en				+1615-01-01T00:00:00Z	+1661-01-01T00:00:00Z					2026-08-05
John Gray	Q96206404	John Gray	John Gray		- 1674		John Gray	label_en	John Gray of Yarmouth				+1674-00-00T00:00:00Z					2026-08-05
John Sherwood	Q96964206	John Sherwood	John Sherwood		12 Aug 1820 - 11 Feb 1895		John Sherwood	label_en				+1820-08-12T00:00:00Z	+1895-02-11T00:00:00Z					2026-08-05
Mary  Stewart	Q96985083	Mary Stewart	Mary Stewart		(Apr 1802 - Dec 1863)		Mary Stewart	label_en				+1802-04-00T00:00:00Z	+1863-12-00T00:00:00Z					2026-08-05
Anna Dean	Q97095137	Anna Dean	Anna Dean		(bef. 1761 - )		Anna Dean	label_en				+1754-11-08T00:00:00Z						2026-08-05
Charles  Rosenberg	Q97705070	Charles Rosenberg	Charles Rosenberg		English printmaker (b.1824 - fl.1844-1848)		Charles Rosenberg	label_en	C. Rosenburch		Q11569986	+1824-01-01T00:00:00Z	+1844-01-01T00:00:00Z					2026-08-05
Graeme   Smith	Q98179589	Graeme Smith	Graeme Smith		researcher (ORCID 0000-0003-1694-4885)		Graeme Smith	label_en			Q1650915							2026-08-05
John Gray	Q98763596	John Gray	John Gray				John Gray	label_en			Q3391743	+1970-01-01T00:00:00Z						2026-08-05
Steve Cooper	Q100772449	Steve Cooper	Steve Cooper		college basketball player (1968–1968) Iowa State		Steve Cooper	label_en			Q3665646							2026-08-05
Craig Johnson	Q100841365	Craig Johnson	Craig Johnson		college basketball player (1997–1998) Santa Clara		Craig Johnson	label_en			Q3665646							2026-08-05
David Mitchell	Q100885327	David Mitchell	David Mitchell		college basketball player (1969–1969) Alabama		David Mitchell	label_en			Q3665646							2026-08-05
Kirk Mitchell	Q100885500	Kirk Mitchell	Kirk Mitchell	Kirk Mitchell	college basketball player (1987–1988) Jackson State		Kirk Mitchell	label_en			Q3665646							2026-08-05
Tony Strong	Q100929472	Tony Strong	Tony Strong		college basketball player (1973–1973) North Carolina Central		Tony Strong	label_en			Q3665646							2026-08-05
Michael  Stewart	Q100986254	Michael Stewart	Michael Stewart		college basketball player (2002–2003) Bradley		Michael Stewart	label_en			Q3665646							2026-08-05
James White	Q102173606	James Harris White	James Harris White	James Harris White	American mathematician and professional singer		James White	alias_en	James White | James H. White | Jim White		Q170790|Q1622272|Q177220							2026-08-05
J.D.   Smith	Q102236341	J.D. Smith	J.D. Smith	J.D. Smith	horse trainer		J.D. Smith	label_en			Q466640							2026-08-05
David Thomas	Q104151636	Dave Thomas		Dave Thomas	American baseball player		David Thomas	alias_en	David Thomas		Q10871364	+1905-03-22T00:00:00Z	+1968-07-27T00:00:00Z			Dave Thomas (baseball)		2026-08-05
John  Ashby	Q104907170	John Ashby	John Ashby	John Ashby	(1633-1699)		John Ashby	label_en				+1633-00-00T00:00:00Z	+1699-09-00T00:00:00Z					2026-08-05
Robert Bevan	Q106667392	Robert Bevan	Robert Bevan	Robert Bevan	Welsh politician		Robert Bevan	label_en			Q82955							2026-08-05
J.D.   Smith	Q106695432	Jay Dayton Smith		Jay Dayton Smith	American dentist and civic leader (1895-1984)		J. D. Smith	alias_en	J. D. Smith		Q27349	+1895-03-22T00:00:00Z	+1984-12-24T00:00:00Z					2026-08-05
Sandy Mitchell	Q108147194	Sandy Mitchell	Sandy Mitchell	Sandy Mitchell	British racing driver		Sandy Mitchell	label_en			Q378622|Q10349745	+2000-03-07T00:00:00Z				Sandy Mitchell (racing driver)		2026-08-05
James Fleming	Q108498323	James Fleming	James Fleming	James Fleming	British KC		James Fleming	label_en	James Alexander Fleming		Q808967	+1855-01-01T00:00:00Z	+1926-04-12T00:00:00Z					2026-08-05
Rishi	Q109474718	Rishi	Rishi	Rishi	Indian businessperson (born 1976, child of Daya Ram)		Rishi	label_en			Q43845	+1976-11-01T00:00:00Z						2026-08-05
James White	Q110398983	James Noel White	James Noel White	James Noel White	editor of the publications of the Rural Industries Bureau; Deputy Director of the Council of Industrial Design		James White	alias_en	James White | James N. White | J.N. White		Q1607826							2026-08-05
David Thomas	Q110627723	David Owen Thomas	David Owen Thomas	David Owen Thomas	Welsh-American physician, writer, and historian (1852–1925)		David Thomas	alias_en	David Thomas | David O. Thomas		Q39631|Q36180	+1852-11-21T00:00:00Z	+1925-02-11T00:00:00Z					2026-08-05
Pam Brown	Q110730183	Pam Brown	Pam Brown	Pam Brown	American football player		Pam Brown	label_en			Q19204627							2026-08-05
David Thomas	Q112041644	David Thomas	David Thomas	David Thomas	writer and eisteddfodwr		David Thomas	label_en	Dewi Elli		Q36180|Q4964182		+1866-00-00T00:00:00Z					2026-08-05
Debbie Taylor	Q112395108	Debbie Taylor	Debbie Taylor	Debbie Taylor			Debbie Taylor	label_en			Q212980|Q36180	+1969-00-00T00:00:00Z						2026-08-05
Norman Lewis	Q113175556	Norman Douglas Lewis	Norman Douglas Lewis	Norman Douglas Lewis	Professor of public law at the University of Sheffield		Norman Lewis	alias_en	N. Douglas Lewis | Douglas Lewis | Norman Lewis | Norman D. Lewis		Q185351|Q1622272	+1940-07-04T00:00:00Z						2026-08-05
J.D.   Smith	Q113502030	J.D. Smith	J.D. Smith	J.D. Smith	indigenous artist in what is known as Canada		J.D. Smith	label_en			Q483501							2026-08-05
James      Conway	Q113584584	James Conway	James Conway	James Conway	American musician, songwriter		James Conway	label_en	James Lee Conway		Q639669|Q753110				James Lee Conway			2026-08-05
Karen Wallace	Q115678240	Karen Wallace	Karen Wallace	Karen Wallace	glass artist		Karen Wallace	label_en			Q2865798							2026-08-05
Margaret Pemberton	Q115958686	Margaret Pemberton	Margaret Pemberton	Margaret Pemberton			Margaret Pemberton	label_en										2026-08-05
Paul     White	Q116504409	Paul White	Paul White	Paul White	rugby league footballer		Paul White	label_en			Q14373094	+1964-11-05T00:00:00Z						2026-08-05
David Pick	Q116654246	David Pick		David Pick			David Pick	label_mul			Q133485		+1878-07-06T00:00:00Z					2026-08-05
Bob Shaw	Q120686653	Bob Shaw	Bob Shaw	Bob Shaw	musical artist		Bob Shaw	label_en			Q82955|Q102276804	+1929-08-21T00:00:00Z	+2024-02-27T00:00:00Z			Bob Shaw (Georgia politician)		2026-08-05
Michel David	Q121126057	Michel David	Michel David	Michel David	producer		Michel David	label_en			Q47541952							2026-08-05
Catherine Mann	Q122654398	Catherine Mann	Catherine Mann	Catherine Mann	joiner, business owner, Women's Rights Party list candidate in 2023 New Zealand general election		Catherine Mann	label_en			Q19772737							2026-08-05
David Mitchell	Q130060816	Christian Power	Christian Power	Christian Power	Canadian pornographic actor, bodybuilder, escort and adult model		David Mitchell	alias_en	David Mitchell | Dave Mitchell		Q488111							2026-08-05
Mary Reed	Q130193125	Mary Reed	Mary Reed	Mary Reed	22 Feb 1673 - 22 Feb 1758		Mary Reed	label_en	Mary Olmstead									2026-08-05
Amanda Stevens	Q130598868	Amanda Stevens	Amanda Stevens	Amanda Stevens	Methodist minister and art historian		Amanda Stevens	label_en			Q105273310|Q1792450|Q118066848							2026-08-05
Mark Greenwood	Q130719902	Mark Greenwood	Mark Greenwood	Mark Greenwood	New Zealand fumigation expert and businessman (c1940–2024)		Mark Greenwood	label_en	Mark Joseph Greenwood		Q43845	+1940-00-00T00:00:00Z	+2024-10-27T00:00:00Z					2026-08-05
David Thomas	Q130742006	David Thomas	David Thomas	David Thomas	rugby player		David Thomas	label_en			Q14089670	+1909-03-27T00:00:00Z	+1952-09-28T00:00:00Z			David Thomas (rugby union)		2026-08-05
Jean Bastide	Q131734488	Jean Bastide		Jean Bastide			Jean Bastide	label_mul			Q250867|Q117936754	+1881-03-08T00:00:00Z	+1939-04-05T00:00:00Z					2026-08-05
Craig Johnson	Q132575474	Craig Johnson	Craig Johnson	Craig Johnson	researcher (ORCID 0000-0002-7882-9754)		Craig Johnson	label_en			Q1650915							2026-08-05
Michael Scott	Q133595711	Michael Scott		Michael Scott			Michael Scott	label_mul			Q462390	+1970-00-00T00:00:00Z						2026-08-05
Mary  Stewart	Q133751027	Mary Stewart		Mary Stewart			Mary Stewart	label_mul				+1876-02-19T00:00:00Z						2026-08-05
Michel David	Q135687016	Michel David	Michel David		actor		Michel David	label_en			Q10800557							2026-08-05
James White	Q136737386	James E. White	James E. White		American police chief		James White	alias_en	James White		Q2855502|Q384593|Q6817463							2026-08-05
Mary Oliver	Q137710362	Mary Oliver	Mary Oliver	Mary Oliver	wife of Charles Anthony Partridge		Mary Oliver	label_en	Mary Partridge									2026-08-05
Anthony Roberts	Q137889060	Anthony Roberts	Anthony Roberts		college basketball player (2022–2024) Purdue Fort Wayne		Anthony Roberts	label_en			Q3665646							2026-08-05
Mary  Stewart	Q138033408	Mary Stewart	Mary Stewart		Canadian political candidate from Nova Scotia		Mary Stewart	label_en			Q82955							2026-08-05
Jonathan Black	Q138796206	Bela von Block		Bela von Block	writer		Jonathan Black	alias_mul		Jonathan Black	Q36180	+1922-01-01T00:00:00Z	+1991-01-01T00:00:00Z					2026-08-05
Nicholas  Anderson	Q139301560	Nick Anderson	Nick Anderson		American businessman, author, and CEO of OneAccord; President of ARIID Group, based in Kirkland, Washington		Nicholas Anderson	alias_en	Nick D. Anderson | Nicholas Anderson		Q131524|Q43845|Q36180							2026-08-05
John Gray	Q140263349	John Gray	John Gray		New Zealand architect and academic		John Gray	label_en	John Martin Gray		Q42973|Q3400985							2026-08-05
D. Jordan Redhawk	Q140579223	D Jordan Redhawk	D Jordan Redhawk		writer		D Jordan Redhawk	label_en			Q36180							2026-08-05
Stan Cutler	Q140581251	Stan Cutler	Stan Cutler		writer		Stan Cutler	label_en			Q36180							2026-08-05
Anton Chekhov	Q5685	Anton Chekhov	Anton Chekhov		Russian dramatist and author (1860–1904)		Anton Chekhov	label_en	Anton Pavlovich Chekhov | Antón Pávlovič Čéhov | Antón Pávlovich Chékhov | Chekhov		Q39631|Q6625963|Q1930187|Q36180|Q12144794|Q9334029|Q214917|Q15949613|Q69423232|Q8178443	+1860-01-17T00:00:00Z|+1860-01-29T00:00:00Z	+1904-07-02T00:00:00Z|+1904-07-15T00:00:00Z	Брат моего брата | Человек без селизёнки | Антоша Чехонте	Антонъ Павловичъ Чеховъ	Anton Chekhov	アントン・チェーホフ	2026-08-05
Ingo Schulze	Q66213	Ingo Schulze	Ingo Schulze	Ingo Schulze	German writer		Ingo Schulze	label_en			Q36180|Q1930187|Q6625963|Q214917|Q487596	+1962-12-15T00:00:00Z				Ingo Schulze		2026-08-05
J.G. Ballard	Q140201	J. G. Ballard	J. G. Ballard	J. G. Ballard	British novelist (1930–2009)		J. G. Ballard	label_en	"James Graham Ballard | James Graham ""J. G."" Ballard"		Q6625963|Q36180|Q18844224	+1930-11-15T00:00:00Z	+2009-04-19T00:00:00Z			J. G. Ballard	J・G・バラード	2026-08-05
Yrsa Sigurdardottir	Q262253	Yrsa Sigurðardóttir	Yrsa Sigurðardóttir	Yrsa Sigurðardóttir	Icelandic writer		Yrsa Sigurdardottir	alias_en	Yrsa Sigurdardóttir | Yrsa Sigurdardottir | Vilborg Yrsa Sigurðardóttir		Q36180|Q4853732|Q13582652|Q6625963|Q10297252|Q81096	+1963-08-24T00:00:00Z			Vilborg Yrsa Sigurðardóttir	Yrsa Sigurðardóttir	イルサ・シグルザルドッティル	2026-08-05
Chelsea Quinn Yarbro	Q275172	Chelsea Quinn Yarbro	Chelsea Quinn Yarbro	Chelsea Quinn Yarbro	American writer		Chelsea Quinn Yarbro	label_en	Quinn Fawcett | Trystam Kith | Terry Nelson Bonner | T. C. F. Hopkins | Camellia Gabor | Vanessa Pryor		Q6625963|Q36180|Q18844224	+1942-09-15T00:00:00Z	+2025-08-31T00:00:00Z			Chelsea Quinn Yarbro		2026-08-05
Sara Teasdale	Q276013	Sara Teasdale	Sara Teasdale	Sara Teasdale	American writer and poet (1884–1933)		Sara Teasdale	label_en	Sara Teasdale Filsinger | Sara Trevor Teasdale	Sara Teasdale Filsinger | Sara Trevor Teasdale	Q49757|Q36180	+1884-08-08T00:00:00Z	+1933-01-29T00:00:00Z			Sara Teasdale	サラ・ティーズデール	2026-08-05
Philip Jose Farmer	Q296256	Philip José Farmer	Philip José Farmer	Philip José Farmer	American writer (1918–2009)		Philip José Farmer	label_en	Philip Jose Farmer | Philip J. Farmer		Q6625963|Q18844224|Q36180	+1918-01-26T00:00:00Z|+1918-00-00T00:00:00Z	+2009-02-25T00:00:00Z	Kilgore Trout	Philip José Farmer	Philip José Farmer	フィリップ・ホセ・ファーマー	2026-08-05
Stewart Granger	Q310150	Stewart Granger	Stewart Granger	Stewart Granger	British actor (1913–1993)		Stewart Granger	label_en	James Lablache Stewart		Q33999|Q10800557|Q131512|Q10798782	+1913-05-06T00:00:00Z	+1993-08-16T00:00:00Z		James Lablache Stewart	Stewart Granger	スチュワート・グレンジャー	2026-08-05
Michael Moorcock	Q316138	Michael Moorcock	Michael Moorcock	Michael Moorcock	English writer, editor, critic (born 1939)		Michael Moorcock	label_en	Bill Barclay | William Ewert Barclay | Edward P. Bradbury | James Colvin | Warwick Colvin, Jr. | Philip James | Hank Janson | Desmond Reid | Michael John Moorcock | Michael Barrington		Q6625963|Q822146|Q28389|Q639669|Q18844224|Q753110|Q1607826|Q36180|Q1930187	+1939-12-18T00:00:00Z		Bill Barclay | William Ewert Barclay | Michael Barrington | Edward P. Bradbury | James Colvin | Warwick Colvin, Jr. | Philip James | Desmond Reid	Michael John Moorcock	Michael Moorcock	マイケル・ムアコック	2026-08-05
Michael  Stewart	Q333773	Michael Stewart, Baron Stewart of Fulham	Michael Stewart, Baron Stewart of Fulham		British politician (1906–1990)		Michael Stewart	alias_en	Michael Stewart | Robert Michael Maitland Stewart, Baron Stewart of Fulham	Robert Michael Maitland Stewart	Q82955|Q37226	+1906-11-06T00:00:00Z	+1990-03-10T00:00:00Z|+1990-03-13T00:00:00Z		Robert Michael Maitland Stewart	Michael Stewart, Baron Stewart of Fulham		2026-08-05
Jean Echenoz	Q353882	Jean Echenoz	Jean Echenoz	Jean Echenoz	French writer		Jean Echenoz	label_en			Q333634|Q6625963	+1947-12-26T00:00:00Z|+1946-08-04T00:00:00Z				Jean Echenoz	ジャン・エシュノーズ	2026-08-05
Oliver Wendell Holmes Jr.	Q360574	Oliver Wendell Holmes	Oliver Wendell Holmes	Oliver Wendell Holmes	American jurist (1841–1935); US Supreme Court justice from 1902 to 1932		Oliver Wendell Holmes Jr.	alias_en	Oliver Wendell Holmes Jr. | Oliver Wendell Holmes Jr | Holmes, Oliver Wendell, Jr. | Oliver Wendell, Jr. Holmes | Oliver Wendell Holmes, Jr | Oliver Wendell Holmes, jr. | Oliver Wendell Holmes, Jr. | Oliver W. Holmes Jr. | Oliver Holmes Jr. | Oliver Holmes	Oliver Wendell Holmes Jr. | Oliver W. Holmes Jr. | Oliver Holmes Jr. | Oliver Holmes | Oliver W. Holmes	Q185351|Q16533|Q40348|Q1622272|Q82955|Q4964182|Q1607826|Q482980	+1841-03-08T00:00:00Z	+1935-03-06T00:00:00Z			Oliver Wendell Holmes Jr.	オリバー・ウェンデル・ホームズ・ジュニア	2026-08-05
Carter Dickson	Q365664	John Dickson Carr	John Dickson Carr	John Dickson Carr	American writer (1906–1977)		Carter Dickson	alias_en	Carr Dickson | Carter Dickson | Roger Fairbairn		Q36180|Q28389|Q6625963|Q18844224|Q1930187	+1906-11-30T00:00:00Z	+1977-02-27T00:00:00Z			John Dickson Carr	ジョン・ディクスン・カー	2026-08-05
Steven Erikson	Q428755	Steven Erikson	Steven Erikson	Steven Erikson	Canadian fantasy author		Steven Erikson	label_en	Steve Lundin	Steve Rune Lundin	Q4773904|Q36180|Q3621491	+1959-10-07T00:00:00Z		Steven Erikson	Steve Rune Lundin	Steven Erikson		2026-08-05
Hilary Spurling	Q517826	Hilary Spurling	Hilary Spurling		British writer, journalist and biographer, 2005 Whitbread Book Awards winner, 1967 Rose Mary Crawshay Prize winner		Hilary Spurling	label_en	Susan Hilary Spurling		Q1930187|Q36180|Q864380	+1940-12-25T00:00:00Z				Hilary Spurling		2026-08-05
Gillian Bradshaw	Q539221	Gillian Bradshaw	Gillian Bradshaw	Gillian Bradshaw	American writer		Gillian Bradshaw	label_en	Gillian Marucha Bradshaw		Q36180|Q6625963|Q18844224|Q4853732	+1956-05-14T00:00:00Z				Gillian Bradshaw		2026-08-05
Terence Rattigan	Q544627	Terence Rattigan	Terence Rattigan	Terence Rattigan	British playwright, screenwriter (1911-1977)		Terence Rattigan	label_en	Sir Terence Mervyn Rattigan | Terrence Rattigan | Sir Terence Rattigan		Q214917|Q28389|Q36180|Q12299841	+1911-06-10T00:00:00Z	+1977-11-30T00:00:00Z			Terence Rattigan	テレンス・ラティガン	2026-08-05
Tor Ulven	Q581204	Tor Ulven	Tor Ulven		Norwegian poet (1953–1995)		Tor Ulven	label_en			Q49757|Q36180|Q333634	+1953-11-14T00:00:00Z	+1995-05-18T00:00:00Z			Tor Ulven		2026-08-05
David Mitchell	Q630643	David Warbeck	David Warbeck		film actor (1941-1997)		David Mitchell	alias_en	David Mitchell		Q33999|Q4610556|Q10800557|Q109719044	+1941-11-17T00:00:00Z	+1997-07-23T00:00:00Z			David Warbeck		2026-08-05
Daniel Silva	Q712596	Daniel Silva	Daniel Silva	Daniel Silva	American writer		Daniel Silva	label_en			Q36180|Q1930187|Q6625963|Q10297252	+1960-12-19T00:00:00Z				Daniel Silva (novelist)	ダニエル・シルヴァ	2026-08-05
Richard Laymon	Q729301	Richard Laymon	Richard Laymon	Richard Laymon	American writer (1947-2001)		Richard Laymon	label_en	Richard Carl Laymon		Q36180|Q18844224|Q182436|Q37226|Q876864	+1947-01-14T00:00:00Z	+2001-02-14T00:00:00Z			Richard Laymon		2026-08-05
Giles Milton	Q841006	Giles Milton	Giles Milton		British writer and historian		Giles Milton	label_en			Q1930187|Q36180|Q201788|Q4853732|Q15980158|Q482980	+1966-01-15T00:00:00Z				Giles Milton		2026-08-05
